chave;nome;endereco;bairro_tse;bairro_ibge;regiao;cep;lat;lon;aptos;aptos_2022;aptos_2024;n_secoes_2022;comparecimento_22;abstencao_22;validos_dep_est_22;votos_novo_dep_est_22;pct_novo_dep_est_22;votos_pl_dep_est_22;pct_pl_dep_est_22;votos_direita_dep_est_22;pct_direita_dep_est_22;validos_dep_fed_22;votos_novo_dep_fed_22;pct_novo_dep_fed_22;votos_pl_dep_fed_22;pct_pl_dep_fed_22;votos_direita_dep_fed_22;pct_direita_dep_fed_22;votos_bolsonaro_22;pct_bolsonaro_22;votos_gov_novo_22;pct_gov_novo_22;votos_gov_pl_22;pct_gov_pl_22;validos_ver_24;votos_novo_ver_24;pct_novo_ver_24;votos_pl_ver_24;pct_pl_ver_24;votos_direita_ver_24;pct_direita_ver_24;top3_vereadores_direita;prefeito_lider_24;prefeito_2024_pct;votos_matheus_22;penetracao_matheus;pct_16a24;pct_60mais;pct_superior;pct_feminino;comp_potencial;comp_liberal;comp_densidade;comp_consistencia;flag_pequeno;score
Z12-L2070;ESCOLA DE EDUCAÇÃO BÁSICA PROFESSOR ANÍBAL NUNES PIRES;RUA IRMÃ BONAVITA, N. 240;CAPOEIRAS;Capoeiras;Continente;88090150;-27,5977;-48,5977;3322,0000;3322,0000;3240,0000;14,0000;2811,0000;0,1538;2495,0000;70,0000;0,0281;453,0000;0,1816;523,0000;0,2096;2442,0000;238,0000;0,0975;510,0000;0,2088;748,0000;0,3063;1343,0000;0,4923;47,0000;0,0179;666,0000;0,2540;2071,0000;55,0000;0,0266;253,0000;0,1222;308,0000;0,1487;Pedro Neves Bueno Cordoba (PL, 38 votos) | Giliard Eliezer Batista Torquato (PL, 33 votos) | Manoella Vieira Da Silva (PL, 29 votos);Topazio Silveira Neto (59,2%);"{""Topazio Silveira Neto"": 59.2, ""Marcos José De Abreu"": 14.8, ""Pedro De Assis Silvestre"": 12.1, ""Vanderlei Farias"": 7.1, ""Dário Elias Berger"": 6.4, ""Carlos Rogério Muller"": 0.2, ""Rogerio Silva Portanova"": 0.1, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,1165;0,2098;0,2059;0,5078;0,2710;0,2309;0,3850;0,7678;False;39,7000
Z100-L1678;E.B.M. ANTÔNIO PASCHOAL APÓSTOLO;RODOVIA JOÃO GUALBERTO SOARES, 6809;RIO VERMELHO;Rio Vermelho;Norte da Ilha;88060100;-27,4935;-48,4200;4742,0000;4742,0000;4548,0000;12,0000;3577,0000;0,2457;3128,0000;49,0000;0,0157;604,0000;0,1931;653,0000;0,2088;3037,0000;224,0000;0,0738;610,0000;0,2009;834,0000;0,2746;1483,0000;0,4230;39,0000;0,0118;719,0000;0,2183;2558,0000;37,0000;0,0145;837,0000;0,3272;874,0000;0,3417;João Paulo Ferreira (PL, 631 votos) | Giliard Eliezer Batista Torquato (PL, 40 votos) | Manoella Vieira Da Silva (PL, 33 votos);Topazio Silveira Neto (61,7%);"{""Topazio Silveira Neto"": 61.7, ""Marcos José De Abreu"": 22.4, ""Vanderlei Farias"": 6.6, ""Dário Elias Berger"": 4.8, ""Pedro De Assis Silvestre"": 4.2, ""Rogerio Silva Portanova"": 0.2, ""Mateus Souza"": 0.1, ""Brunno Andrade Dias"": 0.0}";0,0000;0,0000;0,1643;0,1320;0,1854;0,5367;0,3383;0,1277;0,5495;0,4922;False;38,9000
Z13-L1333;ESCOLA EDUCAÇÃO BÁSICA TENENTE ALMACHIO;AVENIDA SANTOS DUMONT, N. E025;TAPERA;Base Aérea;Sul da Ilha;88049000;-27,6822;-48,5678;4944,0000;4944,0000;4877,0000;13,0000;3903,0000;0,2106;3315,0000;45,0000;0,0136;529,0000;0,1596;574,0000;0,1732;3269,0000;197,0000;0,0603;601,0000;0,1838;798,0000;0,2441;1762,0000;0,4774;27,0000;0,0075;599,0000;0,1660;3182,0000;26,0000;0,0082;207,0000;0,0651;233,0000;0,0732;Gilberto Alcebiades Pinheiro (PL, 57 votos) | Giliard Eliezer Batista Torquato (PL, 46 votos) | Manoella Vieira Da Silva (PL, 15 votos);Topazio Silveira Neto (55,7%);"{""Topazio Silveira Neto"": 55.7, ""Dário Elias Berger"": 25.3, ""Marcos José De Abreu"": 10.9, ""Pedro De Assis Silvestre"": 4.6, ""Vanderlei Farias"": 3.2, ""Rogerio Silva Portanova"": 0.1, ""Carlos Rogério Muller"": 0.1, ""Brunno Andrade Dias"": 0.0}";0,0000;0,0000;0,1337;0,1612;0,0945;0,5271;0,2974;0,0960;0,5730;0,6184;False;38,8000
Z100-L1910;UDESC - CENTRO DE CIÊNCIAS HUMANAS - FAED;AVENIDA MADRE BENVENUTA, 2007;ITACORUBI;Itacorubi;Centro;88035001;-27,5863;-48,5046;3628,0000;;3628,0000;;;;;;;;;;;;;;;;;;;;;;;;2441,0000;188,0000;0,0770;338,0000;0,1385;526,0000;0,2155;Manoella Vieira Da Silva (PL, 98 votos) | Rafael Luiz Marques Ary (NOVO, 54 votos) | Ingo Camara Althoff (PL, 32 votos);Topazio Silveira Neto (51,4%);"{""Topazio Silveira Neto"": 51.4, ""Marcos José De Abreu"": 35.4, ""Pedro De Assis Silvestre"": 6.3, ""Vanderlei Farias"": 4.1, ""Dário Elias Berger"": 2.5, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.0}";;;;;;;0,0000;0,5181;0,4204;0,8853;False;38,4000
Z12-L1716;ESCOLA DE EDUCAÇÃO BASICA PROFESSOR HENRIQUE STODIECK;RUA ESTEVES JUNIOR, N. 65;CENTRO;Centro;Centro;88015130;-27,5937;-48,5526;1692,0000;1692,0000;1733,0000;7,0000;1368,0000;0,1915;1274,0000;72,0000;0,0565;259,0000;0,2033;331,0000;0,2598;1256,0000;182,0000;0,1449;273,0000;0,2174;455,0000;0,3623;618,0000;0,4612;37,0000;0,0281;341,0000;0,2593;1132,0000;58,0000;0,0512;183,0000;0,1617;241,0000;0,2129;Manoella Vieira Da Silva (PL, 52 votos) | Thiago Jose De Chaves (NOVO, 19 votos) | João Ricardo Padilha Santos (PL, 17 votos);Topazio Silveira Neto (54,8%);"{""Topazio Silveira Neto"": 54.8, ""Marcos José De Abreu"": 27.9, ""Pedro De Assis Silvestre"": 7.1, ""Vanderlei Farias"": 6.7, ""Dário Elias Berger"": 3.5, ""Rogerio Silva Portanova"": 0.1}";0,0000;0,0000;0,0674;0,2937;0,5301;0,5491;0,1715;0,4575;0,1961;0,8213;False;38,3000
Z100-L1627;CRECHE ORLANDINA CORDEIRO;RODOVIA VIRGILIO VARZEA, 380, FONE (48) 3238 0305;SACO GRANDE;Monte Verde;Centro;88032001;-27,5558;-48,4985;2355,0000;2355,0000;2543,0000;6,0000;1815,0000;0,2293;1578,0000;58,0000;0,0368;251,0000;0,1591;309,0000;0,1958;1576,0000;177,0000;0,1123;229,0000;0,1453;406,0000;0,2576;798,0000;0,4542;30,0000;0,0182;330,0000;0,1998;1586,0000;63,0000;0,0397;230,0000;0,1450;293,0000;0,1847;Manoella Vieira Da Silva (PL, 48 votos) | Giliard Eliezer Batista Torquato (PL, 46 votos) | Ingo Camara Althoff (PL, 23 votos);Topazio Silveira Neto (67,2%);"{""Topazio Silveira Neto"": 67.2, ""Marcos José De Abreu"": 14.8, ""Pedro De Assis Silvestre"": 6.5, ""Dário Elias Berger"": 6.4, ""Vanderlei Farias"": 4.9, ""Rogerio Silva Portanova"": 0.1}";1,0000;0,0032;0,1435;0,1028;0,1860;0,5342;0,1601;0,3191;0,2729;0,9585;False;37,9000
Z12-L2208;ESCOLA DE EDUCAÇÃO BÁSICA JORNALISTA JAIRO CALLADO;RUA ANTONIETA DE BARROS, N. 581;ESTREITO;Canto;Continente;88070700;-27,5889;-48,5844;2038,0000;2038,0000;2027,0000;6,0000;1762,0000;0,1354;1618,0000;54,0000;0,0334;437,0000;0,2701;491,0000;0,3035;1597,0000;191,0000;0,1196;432,0000;0,2705;623,0000;0,3901;909,0000;0,5325;37,0000;0,0223;481,0000;0,2894;1393,0000;63,0000;0,0452;267,0000;0,1917;330,0000;0,2369;Manoella Vieira Da Silva (PL, 56 votos) | João Ricardo Padilha Santos (PL, 32 votos) | Alex Fabiano Wehrle (PL, 28 votos);Topazio Silveira Neto (56,6%);"{""Topazio Silveira Neto"": 56.6, ""Marcos José De Abreu"": 20.0, ""Pedro De Assis Silvestre"": 10.3, ""Vanderlei Farias"": 6.7, ""Dário Elias Berger"": 5.7, ""Rogerio Silva Portanova"": 0.6, ""Brunno Andrade Dias"": 0.1, ""Mateus Souza"": 0.1}";2,0000;0,0041;0,0908;0,2920;0,3538;0,5559;0,2544;0,3205;0,2362;0,7461;False;37,8000
Z12-L1813;SALÃO PAROQUIAL DA IGREJA SÃO LUIZ;RUA PADRE SCHRADER, N. 49;AGRONÔMICA;Agronômica;Centro;88025090;-27,5769;-48,5424;1174,0000;1174,0000;1200,0000;3,0000;991,0000;0,1559;941,0000;52,0000;0,0553;218,0000;0,2317;270,0000;0,2869;936,0000;139,0000;0,1485;247,0000;0,2639;386,0000;0,4124;508,0000;0,5205;35,0000;0,0367;274,0000;0,2872;820,0000;48,0000;0,0585;167,0000;0,2037;215,0000;0,2622;Ingo Camara Althoff (PL, 42 votos) | Manoella Vieira Da Silva (PL, 33 votos) | Thiago Jose De Chaves (NOVO, 18 votos);Topazio Silveira Neto (64,7%);"{""Topazio Silveira Neto"": 64.7, ""Marcos José De Abreu"": 16.4, ""Pedro De Assis Silvestre"": 8.4, ""Vanderlei Farias"": 6.1, ""Dário Elias Berger"": 4.0, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,0758;0,2905;0,5221;0,5434;0,1399;0,4757;0,1361;0,9062;False;37,5000
Z100-L1872;NEIM BARREIRA DO JANGA;RODOVIA VIRGILIO VARZEA, 2507;SACO GRANDE;Saco Grande;Centro;88010102;-27,5393;-48,5025;954,0000;;954,0000;;;;;;;;;;;;;;;;;;;;;;;;661,0000;70,0000;0,1059;98,0000;0,1483;168,0000;0,2542;Alison Dos Santos Fortunato (NOVO, 50 votos) | Giliard Eliezer Batista Torquato (PL, 42 votos) | Manoella Vieira Da Silva (PL, 13 votos);Topazio Silveira Neto (67,8%);"{""Topazio Silveira Neto"": 67.8, ""Marcos José De Abreu"": 14.1, ""Dário Elias Berger"": 8.3, ""Vanderlei Farias"": 5.4, ""Pedro De Assis Silvestre"": 4.1, ""Carlos Rogério Muller"": 0.2, ""Rogerio Silva Portanova"": 0.2}";;;;;;;0,0000;0,7124;0,1106;0,8853;False;36,9000
Z12-L1821;NÚCLEO DE EDUCAÇÃO INFANTIL MUNICIPAL IRMÃO CELSO;RUA RUI BARBOSA, N. 677 F;AGRONÔMICA;Agronômica;Centro;88025301;-27,5742;-48,5370;821,0000;821,0000;;4,0000;654,0000;0,2034;605,0000;34,0000;0,0562;122,0000;0,2017;156,0000;0,2579;589,0000;83,0000;0,1409;130,0000;0,2207;213,0000;0,3616;331,0000;0,5156;22,0000;0,0353;159,0000;0,2552;;;;;;;;;;;1,0000;0,0064;0,1072;0,2473;0,3983;0,5384;0,0808;0,5671;0,0951;0,8853;False;36,1000
Z100-L1171;SENAI - CTAI;RODOVIA SC 401, 3730;SACO GRANDE II;Saco Grande;Centro;88932005;-27,5485;-48,4986;2357,0000;2357,0000;2385,0000;6,0000;1980,0000;0,1599;1765,0000;40,0000;0,0227;289,0000;0,1637;329,0000;0,1864;1758,0000;182,0000;0,1035;273,0000;0,1553;455,0000;0,2588;862,0000;0,4542;24,0000;0,0130;379,0000;0,2060;1620,0000;66,0000;0,0407;264,0000;0,1630;330,0000;0,2037;Giliard Eliezer Batista Torquato (PL, 55 votos) | Manoella Vieira Da Silva (PL, 38 votos) | Ingo Camara Althoff (PL, 22 votos);Topazio Silveira Neto (64,7%);"{""Topazio Silveira Neto"": 64.7, ""Marcos José De Abreu"": 15.3, ""Vanderlei Farias"": 6.8, ""Pedro De Assis Silvestre"": 6.6, ""Dário Elias Berger"": 6.2, ""Rogerio Silva Portanova"": 0.3, ""Mateus Souza"": 0.1}";2,0000;0,0061;0,1082;0,1761;0,2049;0,5163;0,1705;0,2514;0,2731;0,9347;False;36,1000
Z100-L1287;ASSOCIAÇÃO DOS ECONOMIÁRIOS FEDERAIS DE SC;RUA ALAMEDA CÉSAR NASCIMENTO, 700;JURERÊ;Jurere Leste;Norte da Ilha;88053400;-27,4388;-48,4910;1508,0000;1508,0000;1596,0000;4,0000;1235,0000;0,1810;1149,0000;67,0000;0,0583;296,0000;0,2576;363,0000;0,3159;1150,0000;163,0000;0,1417;320,0000;0,2783;483,0000;0,4200;686,0000;0,5707;53,0000;0,0447;382,0000;0,3218;1100,0000;44,0000;0,0400;219,0000;0,1991;263,0000;0,2391;Manoella Vieira Da Silva (PL, 40 votos) | Ingo Camara Althoff (PL, 31 votos) | Eduardo Bastos Moreira Lima (PL, 28 votos);Topazio Silveira Neto (66,9%);"{""Topazio Silveira Neto"": 66.9, ""Marcos José De Abreu"": 16.5, ""Pedro De Assis Silvestre"": 6.9, ""Vanderlei Farias"": 4.9, ""Dário Elias Berger"": 4.5, ""Rogerio Silva Portanova"": 0.4}";0,0000;0,0000;0,0511;0,3455;0,5159;0,5351;0,1881;0,4288;0,1748;0,7068;False;35,9000
Z12-L1775;COLÉGIO ADVENTISTA DE FLORIANÓPOLIS - UNIDADE CENTRO;RUA VISCONDE DE OURO PRETO N 347;CENTRO;Centro;Centro;88020040;-27,5937;-48,5475;1659,0000;1659,0000;1707,0000;8,0000;1287,0000;0,2242;1207,0000;36,0000;0,0298;296,0000;0,2452;332,0000;0,2751;1195,0000;150,0000;0,1255;293,0000;0,2452;443,0000;0,3707;649,0000;0,5147;24,0000;0,0194;341,0000;0,2754;1039,0000;68,0000;0,0654;169,0000;0,1627;237,0000;0,2281;Manoella Vieira Da Silva (PL, 29 votos) | Thiago Jose De Chaves (NOVO, 28 votos) | Ingo Camara Althoff (PL, 24 votos);Topazio Silveira Neto (61,1%);"{""Topazio Silveira Neto"": 61.1, ""Marcos José De Abreu"": 23.1, ""Pedro De Assis Silvestre"": 7.3, ""Vanderlei Farias"": 4.3, ""Dário Elias Berger"": 3.6, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.2, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,1429;0,3153;0,4961;0,5533;0,1720;0,3706;0,1923;0,8212;False;35,8000
Z12-L1163;FAESC - FEDERAÇÃO DE AGRICULTURA E PECUÁRIA DE SANTA CATARINA;RUA DELMINDA SILVEIRA, N.200;AGRONÔMICA;Agronômica;Centro;88025500;-27,5746;-48,5330;1237,0000;1237,0000;1116,0000;4,0000;826,0000;0,3323;751,0000;38,0000;0,0506;108,0000;0,1438;146,0000;0,1944;744,0000;88,0000;0,1183;118,0000;0,1586;206,0000;0,2769;314,0000;0,3930;18,0000;0,0232;144,0000;0,1858;683,0000;42,0000;0,0615;87,0000;0,1274;129,0000;0,1889;Ingo Camara Althoff (PL, 17 votos) | Manoella Vieira Da Silva (PL, 13 votos) | João Ricardo Padilha Santos (PL, 12 votos);Topazio Silveira Neto (57,6%);"{""Topazio Silveira Neto"": 57.6, ""Marcos José De Abreu"": 22.8, ""Vanderlei Farias"": 7.0, ""Pedro De Assis Silvestre"": 6.4, ""Dário Elias Berger"": 6.0, ""Rogerio Silva Portanova"": 0.3}";0,0000;0,0000;0,1399;0,2175;0,3250;0,4285;0,0756;0,4621;0,1434;0,9797;False;35,6000
Z13-L1813;UFSC - CENTRO DE FILOSOFIA E CIENCIAS HUMANAS - CFH;CAMPUS UNIVERSITARIO, S/N;TRINDADE;Trindade;Centro;88040900;-27,6024;-48,5233;2232,0000;2232,0000;2394,0000;7,0000;1898,0000;0,1496;1768,0000;56,0000;0,0317;176,0000;0,0995;232,0000;0,1312;1761,0000;106,0000;0,0602;188,0000;0,1068;294,0000;0,1670;440,0000;0,2372;33,0000;0,0181;227,0000;0,1248;1649,0000;65,0000;0,0394;141,0000;0,0855;206,0000;0,1249;Manoella Vieira Da Silva (PL, 37 votos) | Giliard Eliezer Batista Torquato (PL, 17 votos) | Ingo Camara Althoff (PL, 14 votos);Marcos José De Abreu (52,6%);"{""Marcos José De Abreu"": 52.6, ""Topazio Silveira Neto"": 31.8, ""Vanderlei Farias"": 6.9, ""Pedro De Assis Silvestre"": 4.5, ""Dário Elias Berger"": 3.8, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.1}";1,0000;0,0043;0,1398;0,1989;0,4830;0,5403;0,1202;0,2924;0,2587;0,9768;False;35,4000
Z100-L1260;ESCOLA BASICA MUNICIPAL ALBERTINA MADALENA DIAS;RUA CRISTOVAO MACHADO DE CAMPOS, N. 1537;VARGEM GRANDE;Vargem Grande;Norte da Ilha;88056300;-27,4646;-48,4491;1981,0000;1981,0000;1936,0000;5,0000;1642,0000;0,1711;1483,0000;34,0000;0,0229;252,0000;0,1699;286,0000;0,1929;1442,0000;137,0000;0,0950;240,0000;0,1664;377,0000;0,2614;797,0000;0,5051;23,0000;0,0150;358,0000;0,2331;1327,0000;62,0000;0,0467;211,0000;0,1590;273,0000;0,2057;Marcelo Fernando De Oliveira (PL, 54 votos) | Rodrigo Almeida Ventura (NOVO, 41 votos) | Giliard Eliezer Batista Torquato (PL, 37 votos);Topazio Silveira Neto (62,5%);"{""Topazio Silveira Neto"": 62.5, ""Marcos José De Abreu"": 16.9, ""Dário Elias Berger"": 8.5, ""Pedro De Assis Silvestre"": 6.4, ""Vanderlei Farias"": 5.5, ""Carlos Rogério Muller"": 0.1, ""Rogerio Silva Portanova"": 0.1}";0,0000;0,0000;0,1479;0,1686;0,1418;0,5422;0,1482;0,2728;0,2296;0,9516;False;35,1000
Z13-L1902;COLÉGIO IDENTIDADE;AV. PEQUENO PRÍNCIPE, 525;CAMPECHE;Campeche Central;Sul da Ilha;88063000;-27,6742;-48,5022;1136,0000;1136,0000;1638,0000;3,0000;1040,0000;0,0845;968,0000;45,0000;0,0465;192,0000;0,1983;237,0000;0,2448;965,0000;91,0000;0,0943;191,0000;0,1979;282,0000;0,2922;348,0000;0,3225;31,0000;0,0311;208,0000;0,2088;1079,0000;41,0000;0,0380;220,0000;0,2039;261,0000;0,2419;Gilberto Alcebiades Pinheiro (PL, 100 votos) | João Ricardo Padilha Santos (PL, 21 votos) | Manoella Vieira Da Silva (PL, 18 votos);Marcos José De Abreu (45,8%);"{""Marcos José De Abreu"": 45.8, ""Topazio Silveira Neto"": 44.3, ""Vanderlei Farias"": 3.9, ""Dário Elias Berger"": 3.1, ""Pedro De Assis Silvestre"": 2.7, ""Mateus Souza"": 0.2, ""Rogerio Silva Portanova"": 0.1}";0,0000;0,0000;0,1488;0,1030;0,5185;0,6056;0,1228;0,3624;0,1316;0,9896;False;34,9000
Z12-L2178;COLÉGIO ADVENTISTA DE FLORIANÓPOLIS - UNIDADE ESTREITO;RUA DOM DANIEL HOSTIM, 129;ESTREITO;Jardim Atlântico;Continente;88090330;-27,5870;-48,5973;3080,0000;3080,0000;2974,0000;8,0000;2439,0000;0,2081;2098,0000;32,0000;0,0153;338,0000;0,1611;370,0000;0,1764;2075,0000;165,0000;0,0795;360,0000;0,1735;525,0000;0,2530;1010,0000;0,4344;20,0000;0,0091;498,0000;0,2254;1792,0000;34,0000;0,0190;221,0000;0,1233;255,0000;0,1423;Giliard Eliezer Batista Torquato (PL, 44 votos) | Gilberto Alcebiades Pinheiro (PL, 26 votos) | Manoella Vieira Da Silva (PL, 23 votos);Topazio Silveira Neto (60,5%);"{""Topazio Silveira Neto"": 60.5, ""Marcos José De Abreu"": 14.1, ""Pedro De Assis Silvestre"": 9.6, ""Dário Elias Berger"": 8.2, ""Vanderlei Farias"": 7.4, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,1182;0,1425;0,1120;0,5438;0,1917;0,1408;0,3569;0,8705;False;34,8000
Z100-L1295;CRECHE MARIA TEREZINHA SARDÁ DA LUZ (ANTIGO N.E.I. PRAIA DO FORTE);RUA JOSE CARDOSO OLIVEIRA, 3547;JURERÊ INTERNACIONAL;Forte;Norte da Ilha;88053306;-27,4332;-48,5156;856,0000;856,0000;1001,0000;3,0000;738,0000;0,1379;677,0000;48,0000;0,0709;161,0000;0,2378;209,0000;0,3087;659,0000;91,0000;0,1381;162,0000;0,2458;253,0000;0,3839;416,0000;0,5030;11,0000;0,0158;189,0000;0,2716;665,0000;40,0000;0,0602;119,0000;0,1789;159,0000;0,2391;Manoella Vieira Da Silva (PL, 34 votos) | João Ricardo Padilha Santos (PL, 15 votos) | Ingo Camara Althoff (PL, 13 votos);Topazio Silveira Neto (70,1%);"{""Topazio Silveira Neto"": 70.1, ""Marcos José De Abreu"": 17.8, ""Pedro De Assis Silvestre"": 4.4, ""Vanderlei Farias"": 4.0, ""Dário Elias Berger"": 3.4, ""Rogerio Silva Portanova"": 0.3}";0,0000;0,0000;0,1647;0,2208;0,3984;0,5210;0,1083;0,5601;0,0992;0,7344;False;34,7000
Z100-L1708;E.E.M. JACÓ ANDERLE;RUA FRANCISCO FAUSTO MARTINS, S/N;VARGEM GRANDE;Vargem de Fora;Norte da Ilha;88052810;-27,4518;-48,4544;2378,0000;2378,0000;2781,0000;7,0000;1738,0000;0,2691;1492,0000;32,0000;0,0214;242,0000;0,1622;274,0000;0,1836;1465,0000;92,0000;0,0628;250,0000;0,1706;342,0000;0,2334;749,0000;0,4401;14,0000;0,0088;322,0000;0,2016;1542,0000;55,0000;0,0357;247,0000;0,1602;302,0000;0,1958;Giliard Eliezer Batista Torquato (PL, 74 votos) | João Paulo Ferreira (PL, 52 votos) | Marcelo Fernando De Oliveira (PL, 25 votos);Topazio Silveira Neto (66,7%);"{""Topazio Silveira Neto"": 66.7, ""Marcos José De Abreu"": 15.2, ""Dário Elias Berger"": 7.5, ""Vanderlei Farias"": 6.3, ""Pedro De Assis Silvestre"": 3.7, ""Carlos Rogério Muller"": 0.3, ""Rogerio Silva Portanova"": 0.1, ""Brunno Andrade Dias"": 0.1, ""Mateus Souza"": 0.1}";0,0000;0,0000;0,3015;0,0955;0,0770;0,5437;0,1420;0,2282;0,2756;0,9542;False;34,6000
Z100-L1201;SESC - SERVICO SOCIAL DO COMERCIO;RODOVIA HAROLDO SOARES GLAVAN, 1670;CACUPÉ;Cacupé;Centro;88050000;-27,5428;-48,5233;798,0000;798,0000;775,0000;2,0000;681,0000;0,1466;626,0000;29,0000;0,0463;143,0000;0,2284;172,0000;0,2748;613,0000;74,0000;0,1207;138,0000;0,2251;212,0000;0,3458;333,0000;0,5053;16,0000;0,0249;158,0000;0,2461;556,0000;42,0000;0,0755;97,0000;0,1745;139,0000;0,2500;Manoella Vieira Da Silva (PL, 25 votos) | Mario Rogerio Cardoso (NOVO, 16 votos) | Ingo Camara Althoff (PL, 12 votos);Topazio Silveira Neto (56,5%);"{""Topazio Silveira Neto"": 56.5, ""Marcos José De Abreu"": 24.5, ""Pedro De Assis Silvestre"": 7.5, ""Vanderlei Farias"": 5.7, ""Dário Elias Berger"": 4.7, ""Rogerio Silva Portanova"": 0.9, ""Brunno Andrade Dias"": 0.2}";1,0000;0,0058;0,0702;0,2970;0,4612;0,5163;0,0891;0,4878;0,0925;0,9061;False;34,6000
Z13-L1589;CONSELHO COMUNITÁRIO DO SACO DOS LIMÕES;RUA JOÃO MOTTA ESPEZIM, N. 783;SACO DOS LIMÕES;Saco dos Limões;Centro;88045400;-27,6086;-48,5323;2072,0000;2072,0000;1983,0000;7,0000;1732,0000;0,1641;1505,0000;45,0000;0,0299;238,0000;0,1581;283,0000;0,1880;1475,0000;142,0000;0,0963;250,0000;0,1695;392,0000;0,2658;671,0000;0,4099;32,0000;0,0201;319,0000;0,2004;1349,0000;31,0000;0,0230;217,0000;0,1609;248,0000;0,1838;Gilberto Alcebiades Pinheiro (PL, 72 votos) | Manoella Vieira Da Silva (PL, 26 votos) | Giliard Eliezer Batista Torquato (PL, 24 votos);Topazio Silveira Neto (56,2%);"{""Topazio Silveira Neto"": 56.2, ""Marcos José De Abreu"": 19.8, ""Dário Elias Berger"": 8.6, ""Vanderlei Farias"": 7.8, ""Pedro De Assis Silvestre"": 7.5, ""Rogerio Silva Portanova"": 0.1}";0,0000;0,0000;0,0763;0,1240;0,2428;0,5285;0,1466;0,2282;0,2401;0,9848;False;34,5000
Z13-L1724;CRECHE WALDEMAR DA SILVA FILHO;AVENIDA  MADRE BENVENUTA, 521;TRINDADE;Trindade;Centro;88035000;-27,5917;-48,5162;857,0000;857,0000;898,0000;4,0000;707,0000;0,1750;663,0000;32,0000;0,0483;140,0000;0,2112;172,0000;0,2594;656,0000;84,0000;0,1280;126,0000;0,1921;210,0000;0,3201;299,0000;0,4315;20,0000;0,0292;142,0000;0,2076;593,0000;40,0000;0,0675;100,0000;0,1686;140,0000;0,2361;Manoella Vieira Da Silva (PL, 17 votos) | João Ricardo Padilha Santos (PL, 14 votos) | Giliard Eliezer Batista Torquato (PL, 11 votos);Topazio Silveira Neto (56,3%);"{""Topazio Silveira Neto"": 56.3, ""Marcos José De Abreu"": 27.8, ""Pedro De Assis Silvestre"": 8.4, ""Vanderlei Farias"": 4.5, ""Dário Elias Berger"": 2.8, ""Rogerio Silva Portanova"": 0.2}";0,0000;0,0000;0,0525;0,1599;0,5111;0,5659;0,0891;0,4704;0,0993;0,9116;False;34,4000
Z100-L1309;ESCOLA BÁSICA JURERÊ (ANTIGA ESCOLA PRAIA DE FORA);RUA JURERE TRADICIONAL, 230;JURERÊ TRADICIONAL;Jurere Leste;Norte da Ilha;88054750;-27,4422;-48,4837;1542,0000;1542,0000;1635,0000;4,0000;1336,0000;0,1336;1202,0000;47,0000;0,0391;265,0000;0,2205;312,0000;0,2596;1193,0000;127,0000;0,1065;266,0000;0,2230;393,0000;0,3294;736,0000;0,5517;32,0000;0,0254;343,0000;0,2724;1141,0000;55,0000;0,0482;182,0000;0,1595;237,0000;0,2077;Manoella Vieira Da Silva (PL, 44 votos) | Giliard Eliezer Batista Torquato (PL, 19 votos) | Ingo Camara Althoff (PL, 16 votos);Topazio Silveira Neto (67,3%);"{""Topazio Silveira Neto"": 67.3, ""Marcos José De Abreu"": 16.3, ""Pedro De Assis Silvestre"": 6.8, ""Vanderlei Farias"": 5.6, ""Dário Elias Berger"": 3.6, ""Mateus Souza"": 0.3}";0,0000;0,0000;0,1057;0,2231;0,3385;0,5577;0,1617;0,3594;0,1787;0,8024;False;34,4000
