chave;nome;endereco;bairro_tse;bairro_ibge;regiao;cep;lat;lon;aptos;aptos_2022;aptos_2024;n_secoes_2022;comparecimento_22;abstencao_22;validos_dep_est_22;votos_novo_dep_est_22;pct_novo_dep_est_22;votos_pl_dep_est_22;pct_pl_dep_est_22;votos_direita_dep_est_22;pct_direita_dep_est_22;validos_dep_fed_22;votos_novo_dep_fed_22;pct_novo_dep_fed_22;votos_pl_dep_fed_22;pct_pl_dep_fed_22;votos_direita_dep_fed_22;pct_direita_dep_fed_22;votos_bolsonaro_22;pct_bolsonaro_22;votos_gov_novo_22;pct_gov_novo_22;votos_gov_pl_22;pct_gov_pl_22;validos_ver_24;votos_novo_ver_24;pct_novo_ver_24;votos_pl_ver_24;pct_pl_ver_24;votos_direita_ver_24;pct_direita_ver_24;top3_vereadores_direita;prefeito_lider_24;prefeito_2024_pct;votos_matheus_22;penetracao_matheus;pct_16a24;pct_60mais;pct_superior;pct_feminino;comp_potencial;comp_liberal;comp_densidade;comp_consistencia;flag_pequeno;score
Z12-L1147;ESCOLA DE EDUCAÇÃO BÁSICA PADRE ANCHIETA;RUA RUI BARBOSA, N. 525;AGRONÔMICA;Agronômica;Centro;88025300;-27,5749;-48,5374;5038,0000;5038,0000;5920,0000;13,0000;3949,0000;0,2162;3578,0000;161,0000;0,0450;623,0000;0,1741;784,0000;0,2191;3509,0000;416,0000;0,1186;658,0000;0,1875;1074,0000;0,3061;1758,0000;0,4612;98,0000;0,0266;824,0000;0,2236;3796,0000;187,0000;0,0493;569,0000;0,1499;756,0000;0,1992;Manoella Vieira Da Silva (PL, 122 votos) | Ingo Camara Althoff (PL, 86 votos) | Giliard Eliezer Batista Torquato (PL, 65 votos);Topazio Silveira Neto (65,0%);"{""Topazio Silveira Neto"": 65.0, ""Marcos José De Abreu"": 16.5, ""Vanderlei Farias"": 6.7, ""Pedro De Assis Silvestre"": 6.4, ""Dário Elias Berger"": 5.0, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.0, ""Mateus Souza"": 0.0}";1,0000;0,0013;0,1268;0,2461;0,3015;0,5363;0,4062;0,3927;0,5838;0,9245;False;57,2000
Z12-L1023;COLÉGIO SANTA CATARINA;RUA FREI EVARISTO, N.  91;CENTRO;Centro;Centro;88015400;-27,5890;-48,5442;2815,0000;2815,0000;2846,0000;8,0000;2398,0000;0,1481;2276,0000;160,0000;0,0703;445,0000;0,1955;605,0000;0,2658;2245,0000;440,0000;0,1960;475,0000;0,2116;915,0000;0,4076;1213,0000;0,5149;110,0000;0,0472;566,0000;0,2430;2010,0000;204,0000;0,1015;340,0000;0,1692;544,0000;0,2706;Manoella Vieira Da Silva (PL, 109 votos) | Thiago Jose De Chaves (NOVO, 87 votos) | Ingo Camara Althoff (PL, 46 votos);Topazio Silveira Neto (63,3%);"{""Topazio Silveira Neto"": 63.3, ""Marcos José De Abreu"": 20.0, ""Pedro De Assis Silvestre"": 9.3, ""Vanderlei Farias"": 4.4, ""Dário Elias Berger"": 2.9, ""Rogerio Silva Portanova"": 0.1, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,0998;0,3091;0,5933;0,5758;0,3135;0,6961;0,3262;0,9824;False;56,8000
Z100-L1562;COLÉGIO SANTA TEREZINHA;SERVIDAO SAFIRA, N. 148;INGLESES;Ingleses Centro;Norte da Ilha;88058095;-27,4362;-48,3980;5148,0000;5148,0000;4933,0000;13,0000;3940,0000;0,2347;3520,0000;123,0000;0,0349;879,0000;0,2497;1002,0000;0,2847;3421,0000;356,0000;0,1041;938,0000;0,2742;1294,0000;0,3783;2116,0000;0,5447;67,0000;0,0181;995,0000;0,2695;2967,0000;81,0000;0,0273;577,0000;0,1945;658,0000;0,2218;João Paulo Ferreira (PL, 189 votos) | Marcelo Fernando De Oliveira (PL, 101 votos) | Manuel Cristovão Augusto Junior (PL, 58 votos);Topazio Silveira Neto (66,6%);"{""Topazio Silveira Neto"": 66.6, ""Marcos José De Abreu"": 13.8, ""Dário Elias Berger"": 7.7, ""Pedro De Assis Silvestre"": 6.1, ""Vanderlei Farias"": 5.6, ""Mateus Souza"": 0.1, ""Rogerio Silva Portanova"": 0.1, ""Carlos Rogério Muller"": 0.0}";0,0000;0,0000;0,0847;0,2308;0,2815;0,5381;0,5192;0,2681;0,5966;0,7602;False;56,3000
Z12-L2151;ESCOLA DE EDUCAÇÃO BÁSICA ROSA TORRES DE MIRANDA;RUA MELVIN JONES, N. 389;JARDIM ATLÂNTICO;Jardim Atlântico;Continente;88095400;-27,5790;-48,5974;5093,0000;5093,0000;5024,0000;14,0000;4195,0000;0,1763;3765,0000;120,0000;0,0319;837,0000;0,2223;957,0000;0,2542;3681,0000;424,0000;0,1152;918,0000;0,2494;1342,0000;0,3646;2142,0000;0,5310;86,0000;0,0220;1080,0000;0,2758;3216,0000;109,0000;0,0339;553,0000;0,1720;662,0000;0,2058;Manoella Vieira Da Silva (PL, 87 votos) | Gilberto Alcebiades Pinheiro (PL, 62 votos) | Giliard Eliezer Batista Torquato (PL, 58 votos);Topazio Silveira Neto (60,6%);"{""Topazio Silveira Neto"": 60.6, ""Marcos José De Abreu"": 15.5, ""Pedro De Assis Silvestre"": 10.9, ""Vanderlei Farias"": 6.9, ""Dário Elias Berger"": 5.7, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.0}";0,0000;0,0000;0,1145;0,2124;0,2549;0,5364;0,4959;0,2748;0,5902;0,8159;False;56,3000
Z13-L1775;UFSC - CENTRO TECNOLOGICO - CTC;CAMPUS UNIVERSITARIO, S/N;TRINDADE;Trindade;Centro;88040900;-27,6002;-48,5178;3528,0000;3528,0000;3547,0000;9,0000;2994,0000;0,1514;2798,0000;202,0000;0,0722;405,0000;0,1447;607,0000;0,2169;2769,0000;415,0000;0,1499;424,0000;0,1531;839,0000;0,3030;964,0000;0,3291;111,0000;0,0390;490,0000;0,1721;2309,0000;182,0000;0,0788;249,0000;0,1078;431,0000;0,1867;Manoella Vieira Da Silva (PL, 75 votos) | Rafael Luiz Marques Ary (NOVO, 50 votos) | Gabriel Cesar De Andrade (NOVO, 31 votos);Topazio Silveira Neto (44,0%);"{""Topazio Silveira Neto"": 44.0, ""Marcos José De Abreu"": 41.2, ""Vanderlei Farias"": 5.8, ""Pedro De Assis Silvestre"": 5.4, ""Dário Elias Berger"": 3.3, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.1, ""Brunno Andrade Dias"": 0.0}";1,0000;0,0016;0,1361;0,1840;0,5488;0,4918;0,3145;0,6294;0,4089;0,8850;False;55,2000
Z12-L1767;EDUCANDARIO IMACULADA CONCEICAO;RUA SAO FRANCISCO, 148 FONE (48) 33221037;CENTRO;Centro;Centro;88015140;-27,5930;-48,5541;3252,0000;3252,0000;3330,0000;10,0000;2757,0000;0,1522;2628,0000;170,0000;0,0647;590,0000;0,2245;760,0000;0,2892;2593,0000;436,0000;0,1681;582,0000;0,2245;1018,0000;0,3926;1352,0000;0,5004;91,0000;0,0340;718,0000;0,2685;2349,0000;159,0000;0,0677;415,0000;0,1767;574,0000;0,2444;Manoella Vieira Da Silva (PL, 113 votos) | Ingo Camara Althoff (PL, 55 votos) | Pedro Neves Bueno Cordoba (PL, 43 votos);Topazio Silveira Neto (60,0%);"{""Topazio Silveira Neto"": 60.0, ""Marcos José De Abreu"": 24.2, ""Pedro De Assis Silvestre"": 8.2, ""Vanderlei Farias"": 4.3, ""Dário Elias Berger"": 2.9, ""Rogerio Silva Portanova"": 0.3, ""Brunno Andrade Dias"": 0.0, ""Carlos Rogério Muller"": 0.0}";1,0000;0,0013;0,0846;0,3247;0,6113;0,5615;0,3938;0,5541;0,3769;0,8293;False;55,0000
Z13-L1732;ESCOLA DE EDUCAÇÃO BÁSICA HILDA TEODORO VIEIRA;RUA LAURO LINHARES, N. 560;TRINDADE;Trindade;Centro;88036001;-27,5843;-48,5251;4337,0000;4337,0000;4237,0000;11,0000;3593,0000;0,1715;3338,0000;147,0000;0,0440;597,0000;0,1788;744,0000;0,2229;3300,0000;371,0000;0,1124;598,0000;0,1812;969,0000;0,2936;1405,0000;0,3976;101,0000;0,0296;701,0000;0,2056;2854,0000;161,0000;0,0564;397,0000;0,1391;558,0000;0,1955;Manoella Vieira Da Silva (PL, 85 votos) | João Ricardo Padilha Santos (PL, 54 votos) | Giliard Eliezer Batista Torquato (PL, 39 votos);Topazio Silveira Neto (52,9%);"{""Topazio Silveira Neto"": 52.9, ""Marcos José De Abreu"": 29.4, ""Pedro De Assis Silvestre"": 6.5, ""Vanderlei Farias"": 5.8, ""Dário Elias Berger"": 5.3, ""Mateus Souza"": 0.1, ""Rogerio Silva Portanova"": 0.1, ""Carlos Rogério Muller"": 0.0}";1,0000;0,0013;0,0851;0,2552;0,4469;0,5508;0,3855;0,4119;0,5026;0,8961;False;54,6000
Z12-L1783;INSTITUTO ESTADUAL DE EDUCAÇÃO - IEE;AVENIDA MAURO RAMOS, N. 275;CENTRO;Centro;Centro;88020301;-27,5998;-48,5456;5905,0000;5905,0000;6091,0000;25,0000;4575,0000;0,2252;4112,0000;100,0000;0,0243;628,0000;0,1527;728,0000;0,1770;4061,0000;312,0000;0,0768;684,0000;0,1684;996,0000;0,2453;1768,0000;0,4019;80,0000;0,0188;864,0000;0,2030;3719,0000;135,0000;0,0363;472,0000;0,1269;607,0000;0,1632;Manoella Vieira Da Silva (PL, 90 votos) | Giliard Eliezer Batista Torquato (PL, 55 votos) | Thiago Jose De Chaves (NOVO, 44 votos);Topazio Silveira Neto (56,1%);"{""Topazio Silveira Neto"": 56.1, ""Marcos José De Abreu"": 22.0, ""Vanderlei Farias"": 8.3, ""Pedro De Assis Silvestre"": 6.8, ""Dário Elias Berger"": 6.2, ""Rogerio Silva Portanova"": 0.3, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.1}";1,0000;0,0014;0,1294;0,2434;0,2781;0,5257;0,3772;0,2448;0,6843;0,9480;False;54,5000
Z12-L1058;ESCOLA TÉCNICA - CENTRO FEDERAL DE EDUC. TECNOLÓGICA DE SC - CEFET/SC;AVENIDA MAURO RAMOS, N. 950;CENTRO;Centro;Centro;88020300;-27,5942;-48,5432;4880,0000;4880,0000;4969,0000;18,0000;3924,0000;0,1959;3586,0000;115,0000;0,0321;597,0000;0,1665;712,0000;0,1985;3523,0000;354,0000;0,1005;623,0000;0,1768;977,0000;0,2773;1584,0000;0,4160;79,0000;0,0214;810,0000;0,2198;3325,0000;168,0000;0,0505;467,0000;0,1405;635,0000;0,1910;Manoella Vieira Da Silva (PL, 94 votos) | Thiago Jose De Chaves (NOVO, 64 votos) | Ingo Camara Althoff (PL, 54 votos);Topazio Silveira Neto (54,2%);"{""Topazio Silveira Neto"": 54.2, ""Marcos José De Abreu"": 23.8, ""Pedro De Assis Silvestre"": 8.7, ""Vanderlei Farias"": 6.5, ""Dário Elias Berger"": 6.2, ""Rogerio Silva Portanova"": 0.3, ""Brunno Andrade Dias"": 0.1, ""Mateus Souza"": 0.1, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,0871;0,2670;0,3504;0,5340;0,3689;0,3318;0,5655;0,9719;False;54,3000
Z12-L2160;ESCOLA DE EDUCAÇÃO BÁSICA EDITH GAMA RAMOS;RUA DIB CHEREM, N. 2773;CAPOEIRAS;Capoeiras;Continente;88090000;-27,5992;-48,5968;5140,0000;5140,0000;4926,0000;14,0000;4222,0000;0,1786;3790,0000;126,0000;0,0332;733,0000;0,1934;859,0000;0,2266;3700,0000;444,0000;0,1200;820,0000;0,2216;1264,0000;0,3416;2025,0000;0,4993;98,0000;0,0249;954,0000;0,2423;3122,0000;107,0000;0,0343;430,0000;0,1377;537,0000;0,1720;Manoella Vieira Da Silva (PL, 88 votos) | João Ricardo Padilha Santos (PL, 51 votos) | Giliard Eliezer Batista Torquato (PL, 36 votos);Topazio Silveira Neto (57,2%);"{""Topazio Silveira Neto"": 57.2, ""Marcos José De Abreu"": 16.8, ""Pedro De Assis Silvestre"": 11.4, ""Vanderlei Farias"": 7.4, ""Dário Elias Berger"": 6.6, ""Rogerio Silva Portanova"": 0.4, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.0}";1,0000;0,0012;0,1117;0,2815;0,2547;0,5502;0,4451;0,2830;0,5957;0,7917;False;54,0000
Z12-L2054;CENTRO DE CIÊNCIAS DA SAÚDE E DO ESPORTE - CEFID / UDESC;RUA PASCHOAL SIMONE, N. 358;COQUEIROS;Coqueiros;Continente;88080350;-27,6093;-48,5806;3961,0000;3961,0000;3812,0000;10,0000;3374,0000;0,1482;3200,0000;156,0000;0,0488;626,0000;0,1956;782,0000;0,2444;3144,0000;474,0000;0,1508;710,0000;0,2258;1184,0000;0,3766;1687,0000;0,5111;92,0000;0,0284;811,0000;0,2507;2627,0000;145,0000;0,0552;383,0000;0,1458;528,0000;0,2010;Manoella Vieira Da Silva (PL, 76 votos) | João Ricardo Padilha Santos (PL, 43 votos) | Ingo Camara Althoff (PL, 39 votos);Topazio Silveira Neto (56,1%);"{""Topazio Silveira Neto"": 56.1, ""Marcos José De Abreu"": 19.3, ""Pedro De Assis Silvestre"": 14.8, ""Vanderlei Farias"": 6.1, ""Dário Elias Berger"": 3.6, ""Rogerio Silva Portanova"": 0.1, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,0858;0,2557;0,5054;0,5350;0,4052;0,4316;0,4590;0,8348;False;54,0000
Z13-L1635;COLÉGIO DA LAGOA;RUA HIPÓLITO DO VALE PEREIRA, N. 121;LAGOA DA CONCEIÇÃO;Lagoa;Leste/Lagoa;88062210;-27,6039;-48,4756;4046,0000;4046,0000;4225,0000;11,0000;3187,0000;0,2123;2971,0000;182,0000;0,0613;477,0000;0,1606;659,0000;0,2218;2959,0000;367,0000;0,1240;467,0000;0,1578;834,0000;0,2819;1208,0000;0,3594;100,0000;0,0328;618,0000;0,2029;2544,0000;124,0000;0,0487;372,0000;0,1462;496,0000;0,1950;Manoella Vieira Da Silva (PL, 95 votos) | Katia Chubaci (PL, 42 votos) | João Ricardo Padilha Santos (PL, 37 votos);Topazio Silveira Neto (51,7%);"{""Topazio Silveira Neto"": 51.7, ""Marcos José De Abreu"": 38.9, ""Pedro De Assis Silvestre"": 3.7, ""Vanderlei Farias"": 3.5, ""Dário Elias Berger"": 2.1, ""Rogerio Silva Portanova"": 0.1}";0,0000;0,0000;0,1332;0,1483;0,4328;0,5279;0,3415;0,4730;0,4689;0,8982;False;53,6000
Z100-L1325;ESCOLA BÁSICA MUNICIPAL INTENDENTE ARICOMEDES DA SILVA;RODOVIA LEONEL PEREIRA, 930;CACHOEIRA DO BOM JESUS;Cachoeira do Bom Jesus Leste;Norte da Ilha;88056300;-27,4255;-48,4259;5702,0000;5702,0000;5570,0000;15,0000;4615,0000;0,1906;4125,0000;112,0000;0,0272;741,0000;0,1796;853,0000;0,2068;4071,0000;313,0000;0,0769;785,0000;0,1928;1098,0000;0,2697;2232,0000;0,5021;80,0000;0,0186;945,0000;0,2202;3682,0000;86,0000;0,0234;482,0000;0,1309;568,0000;0,1543;João Ricardo Padilha Santos (PL, 62 votos) | Manoella Vieira Da Silva (PL, 58 votos) | João Paulo Ferreira (PL, 52 votos);Topazio Silveira Neto (65,6%);"{""Topazio Silveira Neto"": 65.6, ""Marcos José De Abreu"": 16.1, ""Dário Elias Berger"": 7.0, ""Pedro De Assis Silvestre"": 5.5, ""Vanderlei Farias"": 5.5, ""Rogerio Silva Portanova"": 0.1, ""Carlos Rogério Muller"": 0.1, ""Brunno Andrade Dias"": 0.0, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,1215;0,1908;0,2217;0,5300;0,4420;0,2156;0,6608;0,7999;False;53,5000
Z12-L2100;ESCOLA BÁSICA MUNICIPAL ALMIRANTE CARVALHAL;RUA BENTO GOIA, N. 113;COQUEIROS;Coqueiros;Continente;88080150;-27,6071;-48,5775;4338,0000;4338,0000;4293,0000;11,0000;3676,0000;0,1526;3442,0000;146,0000;0,0424;702,0000;0,2040;848,0000;0,2464;3367,0000;441,0000;0,1310;779,0000;0,2314;1220,0000;0,3623;1722,0000;0,4822;97,0000;0,0276;862,0000;0,2449;3013,0000;136,0000;0,0451;368,0000;0,1221;504,0000;0,1673;Manoella Vieira Da Silva (PL, 89 votos) | Pedro Neves Bueno Cordoba (PL, 43 votos) | Alex Fabiano Wehrle (PL, 38 votos);Topazio Silveira Neto (53,0%);"{""Topazio Silveira Neto"": 53.0, ""Marcos José De Abreu"": 22.7, ""Pedro De Assis Silvestre"": 14.3, ""Vanderlei Farias"": 5.4, ""Dário Elias Berger"": 4.1, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.1}";2,0000;0,0024;0,0934;0,2455;0,4795;0,5588;0,4394;0,3658;0,5027;0,6982;False;52,4000
Z12-L2143;ESCOLA DE EDUCAÇÃO BÁSICA PRESIDENTE ROOSEVELT;RUA PASCHOAL SIMONE, N. 80;COQUEIROS;Coqueiros;Continente;88080350;-27,6102;-48,5801;4515,0000;4515,0000;4492,0000;12,0000;3794,0000;0,1597;3514,0000;113,0000;0,0322;687,0000;0,1955;800,0000;0,2277;3446,0000;426,0000;0,1236;781,0000;0,2266;1207,0000;0,3503;1792,0000;0,4862;87,0000;0,0242;883,0000;0,2453;3063,0000;117,0000;0,0382;390,0000;0,1273;507,0000;0,1655;Manoella Vieira Da Silva (PL, 89 votos) | João Ricardo Padilha Santos (PL, 40 votos) | Alex Fabiano Wehrle (PL, 35 votos);Topazio Silveira Neto (57,2%);"{""Topazio Silveira Neto"": 57.2, ""Marcos José De Abreu"": 19.3, ""Pedro De Assis Silvestre"": 12.7, ""Vanderlei Farias"": 5.8, ""Dário Elias Berger"": 4.2, ""Rogerio Silva Portanova"": 0.4, ""Mateus Souza"": 0.1, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,1076;0,3267;0,3978;0,5468;0,4145;0,2907;0,5232;0,7631;False;50,7000
Z12-L1031;CENTRO DE EDUCAÇÃO CONTINUADA - (SILVEIRA DE SOUZA);RUA FERREIRA LIMA N 82;CENTRO;Centro;Centro;88015420;-27,5878;-48,5464;2758,0000;2758,0000;2801,0000;8,0000;2281,0000;0,1730;2157,0000;115,0000;0,0533;476,0000;0,2207;591,0000;0,2740;2141,0000;334,0000;0,1560;519,0000;0,2424;853,0000;0,3984;1213,0000;0,5427;73,0000;0,0333;580,0000;0,2647;1908,0000;128,0000;0,0671;361,0000;0,1892;489,0000;0,2563;Manoella Vieira Da Silva (PL, 81 votos) | Ingo Camara Althoff (PL, 64 votos) | Thiago Jose De Chaves (NOVO, 52 votos);Topazio Silveira Neto (62,7%);"{""Topazio Silveira Neto"": 62.7, ""Marcos José De Abreu"": 19.0, ""Pedro De Assis Silvestre"": 8.3, ""Vanderlei Farias"": 5.4, ""Dário Elias Berger"": 3.8, ""Rogerio Silva Portanova"": 0.7, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,0468;0,4133;0,6262;0,5551;0,3062;0,4947;0,3196;0,9331;False;49,9000
Z12-L2097;ESCOLA DE EDUCAÇÃO BÁSICA ROSINHA CAMPOS;RUA JOAQUIM FERNANDES DE OLIVEIRA, N. 428;ABRAÃO;Abraão;Continente;88085170;-27,6059;-48,5910;4145,0000;4145,0000;4283,0000;11,0000;3477,0000;0,1612;3226,0000;104,0000;0,0322;498,0000;0,1544;602,0000;0,1866;3121,0000;334,0000;0,1070;611,0000;0,1958;945,0000;0,3028;1523,0000;0,4519;78,0000;0,0239;713,0000;0,2185;2881,0000;124,0000;0,0430;405,0000;0,1406;529,0000;0,1836;Manoella Vieira Da Silva (PL, 70 votos) | Giliard Eliezer Batista Torquato (PL, 49 votos) | Gilberto Alcebiades Pinheiro (PL, 43 votos);Topazio Silveira Neto (55,6%);"{""Topazio Silveira Neto"": 55.6, ""Marcos José De Abreu"": 18.9, ""Pedro De Assis Silvestre"": 12.2, ""Dário Elias Berger"": 6.5, ""Vanderlei Farias"": 6.2, ""Mateus Souza"": 0.2, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.1, ""Brunno Andrade Dias"": 0.0}";0,0000;0,0000;0,1001;0,1998;0,3303;0,5585;0,3119;0,3074;0,4804;0,9894;False;49,5000
Z13-L1805;CENTRO DE EDUCACAO ESCOLA DA ILHA;RUA VERA LINHARES DE ANDRADE, 1910;CORREGO GRANDE;Córrego Grande;Centro;88037000;-27,5998;-48,4988;2785,0000;2785,0000;2707,0000;7,0000;2330,0000;0,1634;2205,0000;131,0000;0,0594;369,0000;0,1673;500,0000;0,2268;2183,0000;354,0000;0,1622;368,0000;0,1686;722,0000;0,3307;937,0000;0,4117;91,0000;0,0407;420,0000;0,1880;1915,0000;135,0000;0,0705;261,0000;0,1363;396,0000;0,2068;Manoella Vieira Da Silva (PL, 69 votos) | Rafael Luiz Marques Ary (NOVO, 35 votos) | Ingo Camara Althoff (PL, 30 votos);Topazio Silveira Neto (56,5%);"{""Topazio Silveira Neto"": 56.5, ""Marcos José De Abreu"": 30.1, ""Pedro De Assis Silvestre"": 5.6, ""Vanderlei Farias"": 4.1, ""Dário Elias Berger"": 3.2, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.2, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,0693;0,1767;0,5361;0,5418;0,2591;0,5369;0,3227;0,9245;False;48,9000
Z100-L1210;ESCOLA BÁSICA MUNICIPAL PAULO FONTES;RUA PROFESSOR OSNI BARBATO, 168;SANTO ANTÔNIO DE LISBOA;Santo Antônio;Centro;88050452;-27,5075;-48,5177;3314,0000;3314,0000;3225,0000;9,0000;2775,0000;0,1626;2573,0000;132,0000;0,0513;486,0000;0,1889;618,0000;0,2402;2521,0000;365,0000;0,1448;528,0000;0,2094;893,0000;0,3542;1287,0000;0,4735;83,0000;0,0312;636,0000;0,2393;2274,0000;121,0000;0,0532;321,0000;0,1412;442,0000;0,1944;Manoella Vieira Da Silva (PL, 69 votos) | João Ricardo Padilha Santos (PL, 51 votos) | Ingo Camara Althoff (PL, 45 votos);Topazio Silveira Neto (61,3%);"{""Topazio Silveira Neto"": 61.3, ""Marcos José De Abreu"": 26.3, ""Pedro De Assis Silvestre"": 5.6, ""Vanderlei Farias"": 4.0, ""Dário Elias Berger"": 2.5, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.0, ""Mateus Souza"": 0.0}";2,0000;0,0032;0,1255;0,2133;0,4004;0,5036;0,3202;0,4378;0,3841;0,8255;False;48,6000
Z13-L1740;ESCOLA BASICA JOAO ALFREDO HOHR;RUA JOAO PIO DUARTE SILVA, 1123;CORREGO GRANDE;Córrego Grande;Centro;88037000;-27,6007;-48,5053;3467,0000;3467,0000;3374,0000;9,0000;2948,0000;0,1497;2759,0000;131,0000;0,0475;470,0000;0,1704;601,0000;0,2178;2732,0000;319,0000;0,1168;462,0000;0,1691;781,0000;0,2859;1236,0000;0,4314;90,0000;0,0319;580,0000;0,2059;2398,0000;131,0000;0,0546;284,0000;0,1184;415,0000;0,1731;Manoella Vieira Da Silva (PL, 66 votos) | João Ricardo Padilha Santos (PL, 40 votos) | Ingo Camara Althoff (PL, 32 votos);Topazio Silveira Neto (56,1%);"{""Topazio Silveira Neto"": 56.1, ""Marcos José De Abreu"": 26.8, ""Vanderlei Farias"": 6.4, ""Pedro De Assis Silvestre"": 5.9, ""Dário Elias Berger"": 4.6, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.0}";1,0000;0,0017;0,0883;0,2743;0,4676;0,5293;0,3114;0,4233;0,4018;0,8295;False;48,2000
Z13-L1651;ESCOLA BASICA MUNICIPAL HENRIQUE VERAS;RUA JOAO PACHECO DA COSTA, 249;LAGOA DA CONCEIÇÃO;Lagoa;Leste/Lagoa;88062040;-27,6002;-48,4709;4520,0000;4520,0000;4399,0000;12,0000;3646,0000;0,1934;3313,0000;111,0000;0,0335;481,0000;0,1452;592,0000;0,1787;3279,0000;300,0000;0,0915;506,0000;0,1543;806,0000;0,2458;1330,0000;0,3781;90,0000;0,0265;668,0000;0,1970;2896,0000;96,0000;0,0331;352,0000;0,1215;448,0000;0,1547;Manoella Vieira Da Silva (PL, 72 votos) | Gilberto Alcebiades Pinheiro (PL, 42 votos) | João Ricardo Padilha Santos (PL, 35 votos);Topazio Silveira Neto (51,6%);"{""Topazio Silveira Neto"": 51.6, ""Marcos José De Abreu"": 33.8, ""Pedro De Assis Silvestre"": 5.8, ""Vanderlei Farias"": 4.5, ""Dário Elias Berger"": 4.0, ""Rogerio Silva Portanova"": 0.2}";1,0000;0,0017;0,0805;0,2469;0,3951;0,5358;0,3067;0,2805;0,5238;0,9091;False;48,1000
Z13-L1767;CCJ - CENTRO DE CIENCIAS JURIDICAS;CAMPUS UNIVERSITARIO;TRINDADE;Trindade;Centro;88040900;-27,5989;-48,5218;3352,0000;3352,0000;3174,0000;9,0000;2805,0000;0,1632;2605,0000;157,0000;0,0603;197,0000;0,0756;354,0000;0,1359;2574,0000;262,0000;0,1018;199,0000;0,0773;461,0000;0,1791;544,0000;0,1829;79,0000;0,0296;236,0000;0,0883;1934,0000;116,0000;0,0600;144,0000;0,0745;260,0000;0,1344;Manoella Vieira Da Silva (PL, 49 votos) | Gabriel Cesar De Andrade (NOVO, 24 votos) | Rafael Luiz Marques Ary (NOVO, 22 votos);Marcos José De Abreu (53,1%);"{""Marcos José De Abreu"": 53.1, ""Topazio Silveira Neto"": 33.7, ""Vanderlei Farias"": 5.6, ""Pedro De Assis Silvestre"": 4.0, ""Dário Elias Berger"": 3.0, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.1, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,2560;0,0588;0,4538;0,5263;0,1834;0,5058;0,3885;0,9953;False;47,3000
Z12-L2119;ESCOLA DE EDUCAÇÃO BÁSICA IRINEU BORNHAUSEN;RUA VEREADOR BATISTA PEREIRA, N. 306;ESTREITO;Canto;Continente;88075600;-27,5828;-48,5866;4383,0000;4383,0000;4296,0000;18,0000;3721,0000;0,1510;3358,0000;94,0000;0,0280;655,0000;0,1951;749,0000;0,2230;3266,0000;310,0000;0,0949;763,0000;0,2336;1073,0000;0,3285;1822,0000;0,5115;59,0000;0,0170;888,0000;0,2560;3013,0000;90,0000;0,0299;362,0000;0,1201;452,0000;0,1500;Manoella Vieira Da Silva (PL, 49 votos) | Pedro Neves Bueno Cordoba (PL, 39 votos) | João Ricardo Padilha Santos (PL, 38 votos);Topazio Silveira Neto (59,6%);"{""Topazio Silveira Neto"": 59.6, ""Marcos José De Abreu"": 17.0, ""Pedro De Assis Silvestre"": 12.1, ""Vanderlei Farias"": 5.7, ""Dário Elias Berger"": 5.1, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.1}";0,0000;0,0000;0,0872;0,2690;0,2729;0,5357;0,3881;0,2417;0,5079;0,7214;False;47,2000
